_id,connectionTime,disconnectTime,doneChargingTime,kWhDelivered,siteID,spaceID,stationID,userID,duracion_horas
5e2502a2f9af8b63eb5a4deb,2020-01-03 18:40:29+00:00,2020-01-04 03:55:21+00:00,2020-01-03 23:08:46+00:00,9.566,0002,CA-310,2-39-126-20,000003270,9.247777777777777
5e2502a2f9af8b63eb5a4dec,2020-01-03 19:04:18+00:00,2020-01-04 01:50:00+00:00,2020-01-03 20:11:41+00:00,3.695,0002,CA-305,2-39-131-30,000000567,6.761666666666667
5e2502a2f9af8b63eb5a4ded,2020-01-03 19:10:14+00:00,2020-01-03 20:00:13+00:00,2020-01-03 20:00:09+00:00,2.804,0002,CA-306,2-39-130-31,000000365,0.8330555555555555
5e2502a2f9af8b63eb5a4dee,2020-01-04 00:59:57+00:00,2020-01-04 02:29:40+00:00,2020-01-04 02:29:35+00:00,4.98,0002,CA-313,2-39-123-23,000001920,1.4952777777777777
5e2502a2f9af8b63eb5a4def,2020-01-04 02:19:38+00:00,2020-01-04 21:09:25+00:00,2020-01-04 05:34:17+00:00,11.271,0002,CA-303,2-39-139-28,000000838,18.829722222222223
5e2502a2f9af8b63eb5a4df0,2020-01-04 03:21:06+00:00,2020-01-04 03:40:32+00:00,2020-01-04 03:41:31+00:00,2.127,0002,CA-305,2-39-131-30,000001238,0.3238888888888889
5e26541ef9af8b67acde4c71,2020-01-04 16:03:06+00:00,2020-01-05 00:17:36+00:00,2020-01-04 16:33:26+00:00,0.845,0002,CA-305,2-39-131-30,,8.241666666666667
5e26541ef9af8b67acde4c72,2020-01-04 16:35:51+00:00,2020-01-04 17:57:53+00:00,2020-01-04 17:57:48+00:00,8.696,0002,CA-307,2-39-129-17,000001938,1.3672222222222221
5e26541ef9af8b67acde4c73,2020-01-04 16:45:48+00:00,2020-01-05 01:11:35+00:00,2020-01-04 23:48:30+00:00,47.386,0002,CA-325,2-39-79-377,000000248,8.429722222222223
5e26541ef9af8b67acde4c74,2020-01-04 17:36:05+00:00,2020-01-04 18:44:00+00:00,2020-01-04 18:43:52+00:00,3.64,0002,CA-308,2-39-128-18,000000365,1.1319444444444444
5e26541ef9af8b67acde4c75,2020-01-04 19:20:38+00:00,2020-01-04 20:16:08+00:00,2020-01-04 20:16:00+00:00,0.879,0002,CA-307,2-39-129-17,,0.925
5e26541ef9af8b67acde4c76,2020-01-04 20:13:10+00:00,2020-01-04 22:22:06+00:00,2020-01-04 21:07:40+00:00,2.505,0002,CA-311,2-39-125-21,000001920,2.148888888888889
5e26541ef9af8b67acde4c77,2020-01-04 23:36:53+00:00,2020-01-05 00:08:53+00:00,2020-01-05 00:09:51+00:00,0.79,0002,CA-309,2-39-127-19,,0.5333333333333333
5e26541ef9af8b67acde4c78,2020-01-05 00:08:56+00:00,2020-01-05 00:42:18+00:00,2020-01-05 00:40:59+00:00,0.787395277777778,0002,CA-309,2-39-127-19,,0.5561111111111111
5e26541ef9af8b67acde4c79,2020-01-05 00:14:24+00:00,2020-01-05 01:49:46+00:00,2020-01-05 00:44:33+00:00,0.877,0002,CA-304,2-39-138-29,,1.5894444444444444
5e26541ef9af8b67acde4c7a,2020-01-05 00:42:28+00:00,2020-01-05 01:13:52+00:00,2020-01-05 01:13:47+00:00,0.778,0002,CA-310,2-39-126-20,,0.5233333333333333
5e26541ef9af8b67acde4c7b,2020-01-05 02:20:55+00:00,2020-01-05 04:51:46+00:00,2020-01-05 04:22:40+00:00,9.222,0002,CA-307,2-39-129-17,000001099,2.5141666666666667
5e26541ef9af8b67acde4c7c,2020-01-05 02:30:56+00:00,2020-01-05 04:04:28+00:00,2020-01-05 04:04:19+00:00,5.423,0002,CA-315,2-39-89-25,000001091,1.558888888888889
5e27a59cf9af8b6b6627addc,2020-01-05 17:22:55+00:00,2020-01-05 19:08:24+00:00,2020-01-05 18:56:41+00:00,4.689,0002,CA-315,2-39-89-25,000000743,1.7580555555555555
5e27a59cf9af8b6b6627addd,2020-01-05 19:52:59+00:00,2020-01-05 22:11:46+00:00,2020-01-05 20:30:24+00:00,1.441,0002,CA-489,2-39-79-380,000003389,2.3130555555555556
5e27a59cf9af8b6b6627adde,2020-01-05 20:31:11+00:00,2020-01-06 01:33:54+00:00,2020-01-06 00:14:21+00:00,12.918,0002,CA-303,2-39-139-28,000000838,5.045277777777778
5e27a59cf9af8b6b6627addf,2020-01-05 20:31:59+00:00,2020-01-06 01:33:31+00:00,2020-01-06 01:33:46+00:00,0.994,0002,CA-305,2-39-131-30,,5.025555555555556
5e27a59cf9af8b6b6627ade0,2020-01-05 23:06:45+00:00,2020-01-06 00:09:17+00:00,2020-01-05 23:50:21+00:00,2.077,0002,CA-309,2-39-127-19,000001920,1.0422222222222222
5e27a59cf9af8b6b6627ade1,2020-01-05 23:27:46+00:00,2020-01-06 00:33:19+00:00,2020-01-05 23:58:26+00:00,0.85,0002,CA-327,2-39-79-379,,1.0925
5e28f72af9af8b70ebc91c7e,2020-01-06 15:54:03+00:00,2020-01-07 01:08:11+00:00,2020-01-06 20:45:22+00:00,24.261,0002,CA-323,2-39-78-366,000003853,9.235555555555555
5e28f72af9af8b70ebc91c7f,2020-01-06 15:58:50+00:00,2020-01-06 16:32:28+00:00,2020-01-06 16:29:06+00:00,0.831,0002,CA-489,2-39-79-380,,0.5605555555555556
5e28f72af9af8b70ebc91c80,2020-01-06 16:07:15+00:00,2020-01-07 03:16:11+00:00,2020-01-07 03:15:59+00:00,16.006,0002,CA-327,2-39-79-379,000000676,11.148888888888889
5e28f72af9af8b70ebc91c81,2020-01-06 16:26:31+00:00,2020-01-07 01:18:35+00:00,2020-01-06 20:48:30+00:00,0.964,0002,CA-303,2-39-139-28,,8.867777777777778
5e28f72af9af8b70ebc91c82,2020-01-06 16:27:34+00:00,2020-01-06 21:59:10+00:00,2020-01-06 16:48:34+00:00,1.296,0002,CA-325,2-39-79-377,000000751,5.526666666666666
5e28f72af9af8b70ebc91c83,2020-01-06 16:38:10+00:00,2020-01-07 00:09:43+00:00,2020-01-06 21:11:27+00:00,15.822,0002,CA-305,2-39-131-30,000000712,7.525833333333333
