Version,Escenario,Semilla,E_imp,E_imp_con_excedente,E_imp_en_deficit,imp_a_EV,imp_a_EL,imp_a_Comp,imp_a_Bateria,E_exp,Coste_Import,Ingreso_Export,p_imp,p_exp,Coste_imp_EL,p_imp_EL
A_semana_s6a10,E3_finde_soleado,7,625.154738147068,171.373378874054,453.781359273015,122.359595041343,483.650471848905,14.5361816399006,4.60848961681644,20291.9399394173,76.9502301226624,889.00696464514,123.089893472998,43.8108415114238,60.6443032600589,125.388698636491
A_semana_s6a10,E3_finde_soleado,8,244.734435661357,30.5196639773363,214.214771684021,45.997947124942,191.897693194538,4.31417656807586,2.52461877378493,20287.4593933713,25.7535133098355,911.899237297489,105.230443930951,44.9489125087513,20.2714893413372,105.636962090976
A_semana_s6a10,E3_finde_soleado,9,1228.1419623343,99.9280935144486,1128.21386881985,219.365936491423,975.670184709195,24.7045546505739,8.40128648299432,21301.622008567,141.27032053394,1039.31651209762,115.027679915302,48.790487019234,112.300016254098,115.100387419925
A_semana_s6a10,E4_volatilidad,10,1128.94709309571,143.107450352725,985.839642742987,170.728402222159,926.341552980383,22.9819847460997,8.89515314696841,10851.9949547142,112.98290522198,205.940384935802,100.078122272468,18.9771913639104,92.3247385893375,99.6659798886219
A_semana_s6a10,E4_volatilidad,6,631.97236516502,95.8877539286688,536.084611236351,114.148473270713,502.365226289528,12.5047822071393,2.9538833975696,9530.91236816048,67.7895033234825,166.583315296739,107.266562685508,17.4782128784687,53.9061879631398,107.304775772979
A_semana_s6a10,E4_volatilidad,7,809.874232219584,93.3609393643811,716.513292855203,193.327652821757,590.936393706069,18.6462523633358,6.963933328387,9920.22116940193,78.8137612221266,160.754401404342,97.3160499329944,16.204719497603,59.9270184546154,101.410268673388
A_semana_s6a10,E4_volatilidad,8,1593.17169116353,137.832056811446,1455.33963435209,346.989107065116,1202.61181174218,33.503861467323,10.0669108887806,11363.6581260952,166.573556508515,195.839849071409,104.55468009657,17.2338737137549,127.303877749861,105.856167806501
A_semana_s6a10,E4_volatilidad,9,1924.88330413308,148.440012089794,1776.44329204328,355.966417450227,1521.98637942255,34.8254934318216,12.1050138282999,10916.3479289825,157.662651150777,204.503339825039,81.9076412644063,18.733677339295,125.218149139301,82.2728447719809
A_umbral8,E1_lab_soleado,10,3.35346031971106,3.35340114722301,5.91724880495646e-05,5.91724880495646e-05,0.935574939935205,0,2.4178262072878,2840.2810220382,0.350293923943491,221.982568624565,104.457453062594,78.1551427137547,0.0978774112296133,104.617393061417
A_umbral8,E1_lab_soleado,1,4.37532498263474,4.37518700407632,0.000137978558424762,0.603247499574642,2.10370751758619,0.0122804296398208,1.65608953583409,2874.84814236882,0.428428399780456,218.084135629218,97.9192177680168,75.8593584179793,0.200716444557986,95.4108129956629
A_umbral8,E1_lab_soleado,2,2.5305088547466,2.53048322666657,2.56280800313537e-05,2.56280800313537e-05,0.850992657735711,0,1.67949056893086,3127.28495763432,0.264624216242882,241.258815644596,104.573519174419,77.1464125952563,0.0890723939771795,104.668816079072
A_umbral8,E1_lab_soleado,3,270.240968318288,7.20234678373563,263.038621534552,50.1959405377976,211.318436582982,6.94486455694866,1.78172664055955,2783.43302163139,29.8501297897837,211.154401362026,110.457455712734,75.8611397224379,23.3630403488815,110.558457305769
A_umbral8,E1_lab_soleado,4,155.913076889113,17.2443334607831,138.66874342833,18.6619935053919,132.148859762106,3.4274794619669,1.67474415963148,2421.14363937368,19.2656679338242,179.697249082187,123.566722677958,74.2199868524416,16.3098008751792,123.419913758923
A_umbral8,E1_lab_soleado,5,119.983263920629,12.7780263744594,107.20523754617,23.490698295809,91.2760241053752,2.75400845721201,2.46253306221602,2763.88340137396,14.9689468311573,208.973466094047,124.758623344832,75.6086403609372,11.4059070479076,124.960603397227
A_umbral8,E1_lab_soleado,6,259.688909366616,14.4494118580431,245.239497508573,50.0653892798803,201.264601590358,6.75412828225269,1.60479021412549,2738.60712819551,30.1815271355931,207.434639041603,116.221856409679,75.7445771998278,23.3785294745937,116.158178287988
A_umbral8,E1_lab_soleado,7,27.2684701500806,26.3473389387049,0.92113121137576,8.97787729656883,15.2163608166461,0.708844051079652,2.36538798578608,2911.99543619112,3.08845102801013,222.003489346773,113.260883761057,76.2375814836965,1.75904361564062,115.602123059299
A_umbral8,E1_lab_soleado,8,29.044383847211,14.7846313857386,14.2597524614724,9.43489467716326,17.1820704104278,0.597182243582058,1.83023651603778,2985.40508753437,3.35132560405009,225.705000916159,115.386355643826,75.6028057494093,2.02373313722076,117.781681071017
A_umbral8,E1_lab_soleado,9,3.35723203089284,3.35699696432059,0.00023506657224905,0.609201308905857,1.61666891380472,0,1.13136180818226,2384.26867407852,0.336040506538812,184.181288552858,100.094513410633,77.2485460867959,0.157647525292989,97.513797628468
A_umbral8,E2_lab_nublado,10,627.500339535616,94.2851411757927,533.215198359823,135.829960614441,469.278807616106,13.0280800455608,9.36349125949102,53.2049546209228,92.3264684312316,7.05079515546785,147.133734620061,132.521401544343,70.4208544324404,150.0618678908
