tipo_dia,sesiones_por_dia,energia_media_kwh,duracion_media_min,soc_llegada_media
laborable,8.269461077844312,32.51462476466329,33.30629978276611,33.76016680327648
findesemana,9.148148148148149,31.445627074898784,31.959514170040485,33.04774531169722
