soc_llegada,soc_salida
10.0,51.0
25.0,72.0
71.99,100.0
16.0,34.0
38.0,60.0
40.0,64.0
33.9992057188244,62.9997352396081
88.0,100.0
74.0,87.0
44.0,80.0
45.0,69.9987063389392
10.0,41.0
63.9992541024365,80.9995027349577
14.0,54.0
53.0,79.0
64.0,93.99
60.0,80.0
28.0,84.0
24.0,67.0
44.0,70.0
10.0,55.0
40.0,80.0
35.0,80.0
13.0,50.0
18.0,50.0
53.0,70.0
8.99,46.9899999999999
11.0,56.0
28.0,61.0
56.9899999999999,81.0
30.0,87.0
71.99,85.0
25.0,73.0
21.0,50.0
47.0,73.0
22.0,51.0
34.0,80.0
3.0,49.0
38.0,73.0
42.0,77.0
60.0,80.0
26.0,63.0
23.0,60.0
14.0,51.0
42.0,85.0
55.0,75.0
71.0,89.0
21.0,53.0
55.0,85.0
54.0,74.0
50.0,92.0
26.0,74.0
2.0,43.0
22.0,49.0
35.99,62.0
52.0,90.0
48.0,75.0
10.0,54.0
20.0,66.0
92.0,97.0
81.0,100.0
65.0,90.0
42.0,82.0
44.0,78.0
26.0,70.0
38.0,100.0
28.9999999999999,62.0
34.0,89.0
30.0,62.0
65.0,89.0
26.0,72.0
5.0,33.0
10.0,35.99
30.0,58.9899999999999
56.9899999999999,74.0
32.0,61.0
17.0,53.0
17.0,23.0
44.0,75.0
16.0,51.0
8.0,56.0
50.0,67.0
41.0,70.0
8.0,61.0
86.0,100.0
28.0,67.0
75.0,96.0
46.9899999999999,81.0
28.9999999999999,80.0
25.0,50.0
32.0,80.0
56.0,91.0
68.0,99.0
34.0,70.0
37.0,100.0
33.0,71.0
4.0,46.0
48.0,81.0
63.0,80.0
23.0,44.0
75.0,89.0
34.0,81.0
6.0,55.0
44.0,81.0
35.99,61.0
27.0,64.0
13.0,61.0
31.0,80.0
25.0,63.0
25.0,61.0
35.99,64.0
39.0,70.0
23.9991245987744,70.0
31.0,80.0
7.0,55.0
75.0,90.0
8.99,43.0
32.9997513674788,65.9995027349577
0.0,48.0
37.0,67.0
42.0,68.99
30.0,71.0
48.0,78.0
31.0,80.0
15.0,50.0
17.0,51.0
24.0,52.0
42.0,74.0
6.0,57.9999999999999
28.9999999999999,63.0
10.0,63.0
28.0,80.0
43.0,76.0
74.0,90.0
34.0,82.0
10.0,46.9899999999999
87.0,100.0
40.0,97.0
57.9999999999999,87.0
39.0,82.99
56.9899999999999,80.0
42.0,86.0
37.0,89.0
35.0,82.99
22.0,61.0
35.0,60.0
39.0,73.0
40.0,98.0
32.0,60.0
24.0,55.0
26.0,56.0
17.99,53.0
1.0,28.0
49.0,71.0
13.0,66.0
49.0,73.0
33.0,78.0
46.0,78.0
56.0,93.0
28.9999999999999,75.0
30.0,76.0
73.0,91.0
22.0,72.9987096774193
8.0,56.0
17.99,64.0
75.0,90.0
15.9994939271255,50.0
11.0,41.0
26.0,50.0
40.0,82.0
33.0,60.0
91.0,99.0
41.0,71.0
37.0,92.0
17.0,52.0
11.0,60.0
45.0,73.0
86.0,99.0
70.0,85.0
3.0,55.0
27.0,76.0
73.0,90.0
14.0,71.0
37.0,70.0
68.0,84.0
56.9899999999999,90.0
38.0,87.0
23.0,46.9899999999999
20.0,62.0
43.0,70.0
35.0,68.99
23.0,98.0
17.0,49.0
40.0,73.0
6.0,56.0
19.0,66.0
80.0,89.0
33.0,82.0
55.0,85.9994189424753
11.0,68.0
73.9992541024366,90.0
34.0,83.0
17.0,73.0
50.0,80.0
56.9990054699154,80.9995027349577
35.99,82.99
28.9999999999999,100.0
31.0,78.0
28.9999999999999,71.99
43.0,82.0
17.0,45.0
12.0,49.0
8.0,46.0
61.0,87.0
41.0,84.0
51.0,91.0
26.0,70.0
87.0,100.0
75.0,90.0
38.0,82.0
8.0,81.0
71.99,89.0
48.0,84.0
30.0,79.0
10.0,65.0
41.0,82.0
53.0,79.0
27.0,81.0
35.99,67.0
10.0,57.9999999999999
17.0,64.0
21.0,61.0
44.0,89.0
46.9899999999999,70.0
24.0,60.0
30.0,100.0
22.0,58.9899999999999
20.0,80.0
5.0,40.0
50.0,80.0
64.0,100.0
32.0,94.0
56.0,84.0
32.0,86.0
63.0,92.0
56.0,90.0
46.0,75.0
13.0,46.9899999999999
17.0,80.0
27.9997447025785,67.9997447025785
51.0,87.0
11.0,23.0
73.0,89.0
27.0,79.0
11.0,44.0
31.0,60.0
28.9999999999999,76.0
17.99,98.0
44.0,93.99
23.0,73.0
48.0,90.0
52.0,81.0
5.0,40.0
73.0,100.0
26.0,100.0
38.0,82.99
61.0,86.0
51.0,96.0
11.0,68.99
8.0,51.0
17.0,58.9899999999999
76.0,92.0
42.0,82.99
24.0,40.0
19.0,60.0
11.0,43.0
39.0,84.0
8.0,95.0
19.0,80.0
46.9989761965702,77.9997440491425
44.0,93.0
25.0,80.0
56.0,97.0
4.0,37.0
26.0,58.9899999999999
49.0,80.0
21.0,79.0
71.9990054699154,90.0
21.0,81.0
8.99,50.0
26.0,78.0
35.99,80.0
46.9899999999999,80.0
16.0,60.0
28.0,76.0
49.0,80.0
39.0,61.0
28.9999999999999,70.0
8.99,63.0
28.0,68.0
28.9999999999999,71.99
8.99,57.9999999999999
40.0,67.0
33.0,66.0
45.0,82.0
24.0,64.0
50.0,75.0
40.0,71.0
36.0,80.0
32.0,84.0
8.99,35.0
26.0,74.0
21.0,82.0
32.0,81.0
11.0,66.0
12.0,56.0
40.9994801143748,87.9997400571874
87.0,100.0
32.0,61.0
28.9999999999999,89.0
22.0,100.0
57.9999999999999,80.0
24.0,70.0
43.0,90.0
26.0,74.0
44.0,81.0
41.0,88.0
20.0,63.0
19.0,46.0
28.9999999999999,82.99
12.0,45.0
54.0,80.0
86.0,100.0
56.0,80.0
26.9990042320139,70.0
44.0,90.0
34.0,93.99
38.0,90.0
27.0,79.0
22.0,82.0
48.0,82.99
70.9995027349577,90.0
4.0,64.0
25.0,84.0
43.0,92.0
46.0,88.0
34.0,70.0
14.0,80.0
1.0,58.9899999999999
26.0,62.0
46.9899999999999,80.0
11.0,77.997619047619
28.0,70.0
33.0,84.997619047619
46.0,75.0
50.0,80.0
26.0,93.99
16.0,59.0
31.0,68.99
39.0,84.0
43.0,100.0
32.0,76.0
46.9899999999999,80.0
21.9990029910269,55.0
48.0,100.0
50.0,100.0
23.0,68.99
12.0,48.0
23.0,85.0
16.0,80.0
49.0,80.0
13.0,46.0
27.0,67.0
22.0,100.0
26.0,61.0
50.0,87.0
17.0,35.99
50.0,93.99
52.0,86.0
41.0,64.0
68.0,92.0
32.0,70.0
44.0,74.0
34.0,92.0
46.0,96.0
52.0,90.0
41.0,89.0
16.0,100.0
51.0,90.0
43.0,80.0
27.0,81.0
34.0,82.99
40.0,80.0
38.0,80.0
63.0,91.0
52.0,90.0
41.0,90.0
8.99,80.0
77.999707773232,95.0
31.0,80.0
15.0,61.0
40.0,85.0
45.0,89.0
27.0,57.9999999999999
17.99,71.99
35.99,80.0
13.0,62.0
16.0,65.0
40.0,79.0
46.0,80.0
28.9999999999999,74.0
35.0,84.0
37.0,95.0
49.0,84.0
17.0,79.0
2.0,65.0
17.99,79.0
25.0,73.0
68.0,90.0
46.0,80.0
28.9999999999999,78.0
43.0,80.0
46.0,80.0
75.0,100.0
15.0,80.0
39.0,93.0
39.0,80.0
46.9899999999999,90.0
13.0,100.0
45.0,88.0
21.0,90.0
13.0,100.0
17.99,63.0
19.0,79.0
8.0,65.0
28.9999999999999,79.0
33.0,80.0
35.99,89.0
34.0,76.0
57.9999999999999,84.0
17.99,75.0
26.0,74.0
57.9999999999999,100.0
39.0,88.0
16.0,77.0
43.0,80.0
11.0,66.0
32.0,80.0
20.0,100.0
33.0,95.0
16.0,93.99
49.0,87.0
54.0,79.0
23.0,60.0
46.9899999999999,80.0
45.0,80.0
34.0,79.0
45.0,80.0
28.9999999999999,68.99
43.0,80.0
44.0,100.0
17.99,71.0
32.0,70.0
3.0,98.0
42.0,70.0
38.0,87.0
13.0,52.0
2.0,54.0
27.0,82.0
68.0,90.0
19.0,79.0
20.9995039682539,72.9997519841269
74.0,97.0
25.0,75.0
46.0,87.0
14.0,74.0
28.0,71.99
39.0,77.0
38.0,82.99
52.0,89.0
70.0,94.0
45.0,80.0
41.0,88.0
4.0,65.0
56.9899999999999,88.0
56.9899999999999,92.0
46.9899999999999,78.0
15.0,71.0
33.0,89.0
20.0,89.0
11.0,76.0
35.99,84.0
31.9989575188949,85.9994787594474
21.0,90.0
85.0,100.0
28.0,79.0
14.0,73.0
78.0,99.0
51.0,88.0
34.0,80.0
46.0,89.0
34.0,80.0
